"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"24/07/2018","664,06","664,37","666,49","664,06","541,85M","0,29%"
"23/07/2018","662,12","657,75","664,75","657,17","494,87M","1,00%"
"20/07/2018","655,54","656,00","658,39","654,21","434,31M","-0,15%"
"19/07/2018","656,52","663,22","665,26","655,49","570,26M","-0,97%"
"18/07/2018","662,96","658,19","664,78","657,50","771,63M","0,80%"
"17/07/2018","657,72","659,31","659,77","654,08","718,85M","-0,52%"
"16/07/2018","661,13","667,73","670,60","652,13","539,90M","-1,28%"
"13/07/2018","669,69","669,74","672,52","665,54","836,06M","0,16%"
"12/07/2018","668,63","665,67","672,39","665,03","743,41M","0,01%"
"11/07/2018","668,58","659,75","668,58","655,38","789,97M","0,64%"
"10/07/2018","664,32","661,44","667,99","660,43","696,31M","1,28%"
"09/07/2018","655,91","649,53","657,69","647,24","613,20M","1,73%"
"06/07/2018","644,75","649,51","650,01","643,49","684,69M","-0,19%"
"05/07/2018","646,00","643,93","646,88","638,26","604,28M","0,45%"
"04/07/2018","643,11","631,52","645,85","621,75","688,83M","1,98%"
"03/07/2018","630,62","645,29","646,39","627,14","857,86M","-2,38%"
"02/07/2018","646,00","658,35","659,06","646,00","493,59M","-1,34%"
"29/06/2018","654,77","634,55","654,77","634,44","737,37M","3,45%"
"28/06/2018","632,94","647,59","650,48","632,94","738,63M","-2,29%"
"27/06/2018","647,80","659,42","663,31","647,80","596,10M","-1,59%"
"26/06/2018","658,29","656,08","661,79","653,24","591,47M","-0,09%"
"25/06/2018","658,90","658,73","665,63","651,40","729,56M","0,95%"
"22/06/2018","652,69","654,68","656,42","648,03","762,29M","-0,43%"
"21/06/2018","655,49","671,13","672,74","655,49","682,94M","-2,19%"
"20/06/2018","670,19","672,50","673,47","659,98","1,27B","-1,56%"
"08/06/2018","680,82","690,13","693,10","680,06","1,19B","-2,06%"
"07/06/2018","695,12","695,90","698,84","694,39","947,20M","0,23%"
"06/06/2018","693,55","700,27","700,65","693,55","1,18B","-0,88%"
"05/06/2018","699,72","686,63","699,79","686,42","1,04B","2,45%"
"04/06/2018","683,01","679,87","685,98","679,15","922,83M","1,11%"
"31/05/2018","675,48","684,63","688,17","670,73","2,85B","-0,98%"
"30/05/2018","682,16","688,52","695,74","682,16","1,32B","-1,52%"
"28/05/2018","692,70","684,33","695,51","683,09","1,28B","1,07%"
"25/05/2018","685,39","688,88","692,12","681,49","1,13B","-0,32%"
"24/05/2018","687,58","672,21","689,29","671,84","1,57B","3,12%"
"23/05/2018","666,79","665,38","675,25","664,54","1,26B","0,20%"
"22/05/2018","665,47","660,13","671,32","659,19","1,63B","1,61%"
"21/05/2018","654,93","660,53","661,43","652,14","1,46B","-0,51%"
"18/05/2018","658,30","663,64","665,63","657,95","1,09B","-0,42%"
"17/05/2018","661,05","662,88","672,36","661,05","1,50B","0,21%"
"16/05/2018","659,67","652,57","662,42","645,18","1,33B","-0,35%"
"15/05/2018","661,97","676,79","678,06","661,64","1,26B","-2,52%"
"14/05/2018","679,11","677,46","679,70","669,90","958,08M","-0,59%"
"11/05/2018","683,14","678,07","689,45","677,59","1,55B","0,78%"
"09/05/2018","677,84","652,85","682,56","649,94","1,86B","2,41%"
"08/05/2018","661,86","676,67","677,93","657,91","1,11B","-2,85%"
"07/05/2018","681,26","674,85","682,88","672,42","855,99M","1,62%"
"04/05/2018","670,37","672,33","675,51","663,95","943,85M","-0,70%"
"03/05/2018","675,12","691,80","694,00","675,12","1,23B","-2,96%"
"02/05/2018","695,69","694,03","695,69","688,56","1,27B","0,36%"
"30/04/2018","693,22","689,11","696,10","688,45","1,38B","0,98%"
"27/04/2018","686,47","695,10","697,75","680,03","1,14B","0,41%"
"26/04/2018","683,64","708,06","708,65","682,60","1,66B","-2,90%"
"25/04/2018","704,07","719,20","719,31","702,62","850,27M","-2,15%"
"24/04/2018","719,53","730,00","730,15","718,21","1,09B","-1,38%"
"23/04/2018","729,63","732,88","733,73","728,21","1,17B","-0,52%"
"20/04/2018","733,48","735,99","736,52","729,95","948,90M","-0,49%"
"19/04/2018","737,08","728,89","737,08","728,08","1,42B","1,04%"
"18/04/2018","729,48","729,50","731,85","726,75","998,21M","0,20%"
"17/04/2018","728,03","727,87","730,01","723,63","720,52M","0,28%"
"16/04/2018","725,98","722,27","729,63","719,87","716,18M","0,67%"
"13/04/2018","721,13","732,76","736,21","721,13","967,21M","-1,51%"
"12/04/2018","732,19","739,09","741,19","729,72","1,04B","-1,33%"
"11/04/2018","742,05","739,38","743,80","738,42","1,21B","0,66%"
"10/04/2018","737,18","727,14","738,13","722,02","1,31B","1,17%"
"09/04/2018","728,64","712,72","728,64","712,51","1,21B","2,03%"
"06/04/2018","714,15","715,87","716,21","712,63","719,02M","-0,18%"
"05/04/2018","715,42","713,67","717,77","711,42","1,27B","1,03%"
"04/04/2018","708,16","716,04","718,12","702,79","982,01M","-0,86%"
"03/04/2018","714,30","710,32","717,14","708,58","919,55M","0,03%"
"02/04/2018","714,07","709,04","714,56","703,90","940,38M","1,39%"
"29/03/2018","704,28","697,81","704,28","693,20","1,14B","1,19%"
"28/03/2018","695,98","701,07","702,71","693,21","888,33M","-0,95%"
"27/03/2018","702,65","710,90","715,67","699,75","1,09B","-0,14%"
"26/03/2018","703,63","703,14","706,11","700,11","1,03B","-0,37%"
"23/03/2018","706,24","691,10","706,24","690,05","1,16B","-0,88%"
"22/03/2018","712,54","719,44","722,62","710,38","1,06B","-0,56%"
"21/03/2018","716,52","709,37","716,79","709,37","1,55B","1,47%"
"20/03/2018","706,15","711,28","711,98","702,76","979,68M","-1,30%"
"19/03/2018","715,47","718,35","720,06","714,06","963,54M","-0,17%"
"16/03/2018","716,72","724,36","725,71","714,96","1,65B","-1,06%"
"15/03/2018","724,37","729,62","730,73","723,28","1,18B","-1,05%"
"14/03/2018","732,08","741,89","743,38","732,08","1,12B","-1,42%"
"13/03/2018","742,59","754,96","755,68","742,31","1,38B","-1,81%"
"12/03/2018","756,26","753,63","756,26","749,87","1,43B","1,09%"
"09/03/2018","748,11","749,94","750,02","738,73","1,27B","0,26%"
"08/03/2018","746,14","745,28","748,50","737,24","1,81B","0,86%"
"07/03/2018","739,75","757,73","759,96","739,40","1,81B","-2,37%"
"06/03/2018","757,73","769,29","770,80","757,73","1,28B","-1,07%"
"05/03/2018","765,91","773,30","773,97","763,73","1,12B","-0,58%"
"02/03/2018","770,40","773,53","773,59","767,87","1,16B","-0,45%"
"01/03/2018","773,88","774,04","779,11","772,98","1,38B","0,26%"
"28/02/2018","771,85","774,85","776,97","770,68","1,92B","-0,33%"
"27/02/2018","774,41","772,26","774,41","769,17","1,97B","0,53%"
"26/02/2018","770,33","777,08","777,98","770,06","1,01B","-0,75%"
"23/02/2018","776,12","776,30","780,10","774,36","1,37B","0,50%"
"22/02/2018","772,26","780,88","781,54","772,05","1,16B","-1,04%"
"21/02/2018","780,38","780,79","784,16","776,60","1,89B","-0,27%"
"20/02/2018","782,46","791,56","791,61","779,28","2,02B","-1,11%"
"19/02/2018","791,23","783,41","791,23","782,21","2,22B","1,49%"
"15/02/2018","779,63","782,27","783,90","779,17","1,98B","0,11%"
"14/02/2018","778,78","775,64","779,40","774,96","1,64B","0,43%"
"13/02/2018","775,46","772,18","777,61","772,06","1,99B","0,94%"
"12/02/2018","768,23","770,88","772,35","767,81","2,17B","-0,38%"
"09/02/2018","771,18","765,19","771,18","761,33","1,67B","-0,51%"
"08/02/2018","775,10","775,61","776,32","770,36","1,51B","0,08%"
"07/02/2018","774,47","777,20","781,73","771,64","1,33B","0,97%"
"06/02/2018","767,01","766,55","772,06","760,21","2,47B","-1,74%"
"05/02/2018","780,60","776,18","787,31","771,88","1,45B","-1,20%"
"02/02/2018","790,09","794,39","794,54","787,42","1,45B","0,58%"
"01/02/2018","785,51","790,61","795,09","785,51","1,51B","-0,20%"
"31/01/2018","787,12","779,28","794,19","773,69","2,19B","0,54%"
"30/01/2018","782,89","796,42","797,09","780,44","1,98B","-1,99%"
"29/01/2018","798,77","796,92","799,15","791,20","1,95B","0,61%"
"26/01/2018","793,96","790,50","796,25","790,37","1,67B","0,59%"
"25/01/2018","789,34","785,15","789,66","780,43","2,41B","0,75%"
"24/01/2018","783,48","783,42","785,21","775,12","2,26B","0,11%"
"23/01/2018","782,62","773,13","782,62","772,84","2,09B","1,85%"
"22/01/2018","768,38","768,09","773,00","767,91","1,48B","-0,02%"
"19/01/2018","768,51","767,95","769,74","763,61","1,16B","0,20%"
"18/01/2018","766,95","771,84","776,77","764,24","2,09B","-0,36%"
"17/01/2018","769,73","764,13","770,50","762,00","2,38B","0,56%"
"16/01/2018","765,44","758,89","765,89","757,74","1,60B","1,19%"
"15/01/2018","756,44","757,01","758,37","753,57","1,07B","0,23%"
"12/01/2018","754,68","757,21","759,46","752,87","835,77M","-0,48%"
"11/01/2018","758,33","759,18","759,33","752,48","1,17B","-0,06%"
"10/01/2018","758,77","760,24","765,49","756,95","1,31B","0,09%"
"09/01/2018","758,11","762,87","763,53","756,35","1,96B","-0,62%"
"08/01/2018","762,85","755,78","762,85","755,71","1,57B","0,81%"
"05/01/2018","756,75","744,23","756,75","743,70","1,02B","1,48%"
"04/01/2018","745,75","740,17","745,75","738,08","977,55M","0,75%"
"03/01/2018","740,20","757,67","757,77","735,64","995,80M","-2,23%"
"02/01/2018","757,11","760,37","769,57","753,24","1,08B","-0,26%"
"29/12/2017","759,07","749,67","759,27","749,39","1,35B","1,41%"
"28/12/2017","748,49","747,01","748,49","741,51","1,38B","0,36%"
"27/12/2017","745,82","742,50","746,19","742,10","941,85M","0,27%"
"22/12/2017","743,84","738,26","743,88","737,75","1,29B","0,78%"
"21/12/2017","738,10","730,96","739,25","729,80","1,71B","1,31%"
"20/12/2017","728,55","738,51","739,69","726,48","1,25B","-1,50%"
"19/12/2017","739,62","733,22","739,80","732,19","1,25B","0,35%"
"18/12/2017","737,03","734,26","737,03","728,07","899,13M","0,24%"
"15/12/2017","735,29","731,98","735,29","728,24","1,20B","0,04%"
"14/12/2017","735,03","728,03","735,03","726,97","2,04B","1,35%"
"13/12/2017","725,24","721,60","725,51","720,34","1,09B","0,49%"
"12/12/2017","721,67","721,77","723,50","719,57","1,27B","0,21%"
"11/12/2017","720,16","721,07","725,52","720,16","1,03B","-0,15%"
"08/12/2017","721,25","719,61","723,25","719,61","1,41B","0,07%"
"07/12/2017","720,76","718,25","723,80","717,37","1,21B","0,31%"
"06/12/2017","718,50","713,90","720,51","713,90","1,39B","0,40%"
"05/12/2017","715,62","719,55","721,68","715,17","1,31B","-0,27%"
"04/12/2017","717,53","719,71","723,68","717,38","1,21B","0,54%"
"30/11/2017","713,66","728,89","729,96","713,66","3,41B","-2,31%"
"29/11/2017","730,56","728,68","732,14","726,82","1,91B","0,07%"
"28/11/2017","730,03","731,84","732,62","726,66","1,25B","-0,65%"
"27/11/2017","734,84","735,27","736,72","729,58","1,49B","-0,12%"
"24/11/2017","735,72","732,47","735,72","729,63","1,34B","0,36%"
"23/11/2017","733,11","733,98","734,57","730,52","1,11B","0,20%"
"22/11/2017","731,68","725,80","732,20","725,66","1,69B","0,99%"
"21/11/2017","724,52","727,76","731,16","722,07","1,35B","-0,34%"
"20/11/2017","726,96","733,98","734,05","726,96","1,38B","-0,53%"
"17/11/2017","730,84","730,34","735,33","729,66","1,56B","0,28%"
"16/11/2017","728,83","725,01","733,29","724,74","1,40B","0,74%"
"15/11/2017","723,49","728,19","729,51","723,49","2,07B","-0,64%"
"14/11/2017","728,12","731,75","733,61","728,12","1,83B","-0,37%"
"13/11/2017","730,80","732,59","735,45","730,80","1,85B","-0,13%"
"10/11/2017","731,75","732,72","735,64","731,75","1,87B","-0,42%"
"09/11/2017","734,87","736,83","738,78","734,16","2,03B","-0,18%"
"08/11/2017","736,18","738,62","738,69","732,63","2,15B","-0,64%"
"07/11/2017","740,90","739,16","741,60","738,07","1,33B","0,42%"
"06/11/2017","737,82","732,98","739,25","732,58","2,21B","0,33%"
"03/11/2017","735,38","732,42","735,64","726,60","1,14B","0,69%"
"02/11/2017","730,32","733,05","739,33","730,32","1,40B","0,05%"
"01/11/2017","729,95","731,36","732,35","726,10","1,38B","0,17%"
"31/10/2017","728,69","736,41","736,49","728,26","1,14B","0,37%"
"30/10/2017","726,03","726,92","732,27","725,77","1,44B","0,18%"
"27/10/2017","724,72","732,01","735,40","724,43","1,26B","-0,88%"
"26/10/2017","731,14","733,46","740,19","730,82","1,42B","-0,54%"
"25/10/2017","735,12","733,77","735,25","730,73","1,40B","0,31%"
"24/10/2017","732,88","733,06","737,25","732,01","1,15B","0,14%"
"23/10/2017","731,85","733,41","735,19","731,69","1,31B","0,03%"
"20/10/2017","731,62","732,63","736,01","731,62","1,38B","0,25%"
"19/10/2017","729,76","732,24","732,89","729,62","1,20B","-0,67%"
"18/10/2017","734,67","739,33","740,15","728,25","1,25B","-0,69%"
"17/10/2017","739,75","740,89","741,59","735,56","1,20B","-0,26%"
"16/10/2017","741,66","740,23","744,02","737,80","1,70B","0,09%"
"13/10/2017","741,03","735,85","741,03","734,93","1,38B","0,65%"
"12/10/2017","736,26","729,47","738,00","729,18","1,58B","0,92%"
"11/10/2017","729,56","735,56","735,93","723,98","1,33B","-0,88%"
"10/10/2017","736,07","741,08","741,61","734,40","1,03B","-0,39%"
"09/10/2017","738,96","739,65","741,34","737,65","1,03B","-0,08%"
"06/10/2017","739,54","742,68","742,87","738,85","1,12B","0,17%"
"05/10/2017","738,25","747,02","747,16","738,25","1,34B","-1,19%"
"04/10/2017","747,17","744,11","749,35","743,67","1,11B","0,53%"
"03/10/2017","743,25","739,19","746,55","735,72","1,22B","0,68%"
"02/10/2017","738,22","735,22","739,31","734,55","1,05B","0,67%"
"29/09/2017","733,30","729,55","738,83","728,73","1,34B","0,68%"
"28/09/2017","728,32","732,27","735,55","728,32","1,51B","-0,51%"
"27/09/2017","732,09","733,19","733,48","729,26","859,55M","0,04%"
"26/09/2017","731,83","732,71","736,25","731,01","910,17M","-0,22%"
"25/09/2017","733,45","735,32","736,12","730,07","974,77M","-0,30%"
"22/09/2017","735,65","743,16","743,49","735,10","1,10B","-1,17%"
"20/09/2017","744,39","745,28","746,46","741,25","1,14B","-0,06%"
"19/09/2017","744,85","743,74","745,11","739,98","857,79M","0,30%"
"18/09/2017","742,64","742,46","743,27","737,96","774,35M","0,11%"
"15/09/2017","741,84","740,33","743,11","735,66","1,41B","0,26%"
"14/09/2017","739,88","740,25","743,18","738,08","1,09B","-0,05%"
"13/09/2017","740,23","741,90","745,87","738,51","974,03M","-0,64%"
"12/09/2017","744,97","748,62","748,84","743,54","954,69M","-0,26%"
"11/09/2017","746,94","747,22","749,56","745,45","1,07B","0,07%"
"08/09/2017","746,39","740,81","747,18","740,59","895,19M","0,70%"
"07/09/2017","741,19","740,49","742,85","738,24","804,42M","-0,09%"
"06/09/2017","741,89","737,38","742,51","736,96","737,53M","0,23%"
"05/09/2017","740,19","739,15","741,24","732,51","923,95M","-0,01%"
"04/09/2017","740,25","747,96","748,85","739,71","762,97M","-0,81%"
"31/08/2017","746,26","751,74","752,52","745,15","995,91M","-0,64%"
"30/08/2017","751,10","752,72","753,62","749,22","850,24M","-0,11%"
"29/08/2017","751,92","754,10","754,39","748,73","683,92M","-0,32%"
"28/08/2017","754,33","755,27","756,81","751,46","785,56M","-0,27%"
"25/08/2017","756,39","754,60","756,74","751,44","668,37M","0,35%"
"24/08/2017","753,73","755,12","756,19","749,81","1,16B","-0,23%"
"23/08/2017","755,48","754,94","756,73","750,70","957,56M","0,46%"
"22/08/2017","751,99","747,20","751,99","747,20","1,11B","0,78%"
"21/08/2017","746,18","751,95","753,23","744,86","717,33M","-0,66%"
"18/08/2017","751,14","749,66","753,68","749,17","846,39M","-0,08%"
"16/08/2017","751,75","749,05","751,75","745,94","719,11M","0,60%"
"15/08/2017","747,29","746,61","749,79","745,25","782,22M","0,34%"
"14/08/2017","744,78","741,45","746,35","741,40","862,99M","0,88%"
"11/08/2017","738,25","745,93","745,93","737,18","688,87M","-1,40%"
"10/08/2017","748,74","748,51","749,46","745,26","1,17B","0,00%"
"09/08/2017","748,72","743,34","748,72","743,34","1,32B","0,71%"
"08/08/2017","743,42","736,49","743,42","736,49","773,14M","1,08%"
"07/08/2017","735,50","738,24","743,62","735,21","669,50M","-0,31%"
"04/08/2017","737,79","739,35","741,47","736,30","787,01M","-0,29%"
"03/08/2017","739,92","746,12","747,35","739,60","908,87M","-1,21%"
"02/08/2017","749,01","749,26","749,46","745,38","886,12M","0,32%"
"01/08/2017","746,62","749,74","750,73","746,62","917,95M","-0,23%"
"31/07/2017","748,37","745,17","751,31","743,48","1,08B","0,24%"
"28/07/2017","746,57","745,31","746,84","741,17","1,13B","0,38%"
"27/07/2017","743,72","745,73","747,17","741,72","983,06M","-0,18%"
"26/07/2017","745,09","748,30","749,15","742,22","940,23M","-0,35%"
"25/07/2017","747,72","746,42","747,72","740,40","745,73M","0,28%"
"24/07/2017","745,63","737,19","745,63","734,47","815,45M","0,89%"
"21/07/2017","739,03","748,93","749,62","737,72","640,72M","-1,37%"
"20/07/2017","749,28","745,82","750,18","744,61","830,18M","0,66%"
"19/07/2017","744,37","747,73","747,74","742,03","931,92M","-0,42%"
"18/07/2017","747,49","750,17","750,61","745,61","991,82M","-0,56%"
"17/07/2017","751,73","749,79","752,58","749,06","890,36M","0,22%"
"14/07/2017","750,05","747,39","750,05","744,19","552,03M","0,27%"
"13/07/2017","748,01","752,42","752,99","744,82","975,79M","0,04%"
"12/07/2017","747,72","742,65","750,16","742,65","617,97M","0,59%"
"11/07/2017","743,32","743,33","744,67","740,92","740,97M","0,34%"
"10/07/2017","740,79","749,01","751,27","740,55","538,28M","-1,10%"
"07/07/2017","749,01","754,12","756,58","746,75","842,52M","-0,82%"
"06/07/2017","755,24","749,88","756,37","749,88","769,40M","0,56%"
"05/07/2017","751,05","755,10","757,40","747,08","991,56M","-0,51%"
"04/07/2017","754,87","760,88","761,62","754,10","989,69M","-1,28%"
"03/07/2017","764,63","753,52","764,63","750,71","1,28B","2,01%"
"22/06/2017","749,60","751,93","752,07","747,46","1,30B","0,13%"
"21/06/2017","748,59","739,90","749,15","739,07","1,07B","0,53%"
"20/06/2017","744,63","736,44","745,82","734,76","1,10B","1,45%"
"19/06/2017","734,02","735,28","737,14","731,89","1,13B","0,05%"
"16/06/2017","733,67","741,76","746,68","733,12","1,30B","-1,39%"
"15/06/2017","744,04","744,16","745,62","741,93","640,76M","-0,57%"
"14/06/2017","748,27","736,27","748,27","734,73","1,30B","1,83%"
"13/06/2017","734,80","731,23","734,80","730,41","1,07B","0,79%"
"12/06/2017","729,05","728,27","734,01","728,26","712,32M","0,16%"
"09/06/2017","727,89","731,62","732,64","727,21","1,20B","-0,44%"
"08/06/2017","731,14","735,68","736,09","731,00","1,42B","-0,58%"
"07/06/2017","735,43","736,68","737,73","733,41","1,19B","0,32%"
"06/06/2017","733,05","738,88","739,67","732,20","1,28B","-0,69%"
"05/06/2017","738,12","736,99","739,54","735,48","1,11B","0,15%"
"02/06/2017","737,01","735,36","737,64","731,53","921,32M","0,45%"
"31/05/2017","733,69","727,58","733,69","726,34","1,14B","0,82%"
"30/05/2017","727,70","732,47","735,90","727,70","326,22M","-0,99%"
"29/05/2017","734,95","738,46","738,64","732,36","308,35M","-0,35%"
"26/05/2017","737,50","735,31","739,29","734,56","551,70M","0,58%"
"24/05/2017","733,25","727,92","734,87","727,24","429,78M","-0,69%"
"23/05/2017","738,36","740,68","742,98","731,17","562,81M","0,03%"
"22/05/2017","738,15","751,55","757,86","736,68","939,63M","-0,59%"
"19/05/2017","742,55","720,75","753,71","718,23","905,93M","3,11%"
"18/05/2017","720,16","715,45","720,80","713,99","664,03M","0,15%"
"17/05/2017","719,06","729,91","730,64","717,88","709,36M","-1,04%"
"16/05/2017","726,61","731,25","731,50","726,61","583,68M","-0,38%"
"15/05/2017","729,36","728,44","729,36","722,76","495,72M","0,45%"
"12/05/2017","726,12","727,23","730,55","725,77","718,84M","0,43%"
"10/05/2017","723,02","727,42","730,68","720,50","625,01M","-0,73%"
"09/05/2017","728,33","735,87","737,91","726,74","590,45M","-0,48%"
"08/05/2017","731,83","732,97","737,38","729,88","706,90M","0,69%"
"05/05/2017","726,82","727,07","729,92","724,77","854,52M","-0,16%"
"04/05/2017","727,99","729,03","730,75","724,21","705,39M","0,05%"
"03/05/2017","727,66","737,02","737,57","727,66","572,00M","-1,16%"
"02/05/2017","736,19","741,66","741,97","736,19","610,77M","-0,27%"
"28/04/2017","738,19","746,18","746,98","738,19","567,81M","-0,81%"
"27/04/2017","744,21","744,65","745,47","740,38","602,04M","-0,07%"
"26/04/2017","744,76","738,08","744,76","736,88","538,28M","0,62%"
"25/04/2017","740,17","744,80","745,77","735,66","849,80M","0,05%"
"21/04/2017","739,80","721,41","739,80","721,07","730,29M","2,98%"
"20/04/2017","718,42","715,71","719,77","715,40","515,76M","0,15%"
"18/04/2017","717,37","717,43","721,21","717,13","671,07M","0,49%"
"17/04/2017","713,85","723,69","723,91","713,85","321,85M","-1,09%"
"13/04/2017","721,70","727,17","727,89","721,70","514,16M","-0,67%"
"12/04/2017","726,57","722,96","726,57","721,71","791,97M","0,85%"
"11/04/2017","720,43","721,52","726,30","720,43","552,83M","-0,09%"
"10/04/2017","721,06","724,20","725,12","718,98","487,60M","-0,38%"
"07/04/2017","723,82","727,13","727,17","722,73","479,33M","-0,76%"
"06/04/2017","729,39","731,54","732,46","725,45","485,21M","-0,73%"
"05/04/2017","734,74","738,59","739,03","729,16","593,10M","-0,04%"
"04/04/2017","735,07","728,55","736,17","728,09","663,35M","1,17%"
"03/04/2017","726,59","721,49","728,83","721,29","438,12M","1,15%"
"31/03/2017","718,35","723,55","725,48","718,35","560,42M","-0,57%"
"30/03/2017","722,50","723,78","724,02","717,88","542,76M","-0,24%"
"29/03/2017","724,27","714,41","724,75","714,41","653,04M","1,64%"
"27/03/2017","712,58","714,99","715,55","710,46","456,36M","-0,50%"
"24/03/2017","716,14","715,30","719,37","712,77","497,64M","0,11%"
"23/03/2017","715,36","715,17","717,77","713,68","612,86M","0,07%"
"22/03/2017","714,85","712,58","714,85","706,39","676,08M","-0,39%"
"21/03/2017","717,68","716,96","719,58","713,38","584,78M","0,05%"
"20/03/2017","717,30","718,65","721,35","711,35","465,86M","-0,22%"
"17/03/2017","718,88","720,10","722,84","711,74","963,02M","0,18%"
"16/03/2017","717,57","702,55","717,57","701,90","645,70M","2,76%"
"15/03/2017","698,33","699,71","701,12","697,09","428,36M","-0,27%"
"14/03/2017","700,22","697,76","702,98","697,47","493,41M","0,42%"
"13/03/2017","697,27","693,79","697,67","692,91","353,29M","0,33%"
"10/03/2017","695,00","700,81","701,09","690,91","409,78M","-0,61%"
"09/03/2017","699,25","698,08","699,25","695,88","422,85M","0,09%"
"08/03/2017","698,65","704,58","705,07","698,09","446,84M","-0,81%"
"07/03/2017","704,36","706,09","706,69","701,02","528,14M","-0,15%"
"06/03/2017","705,44","698,56","705,44","698,45","716,89M","1,27%"
"03/03/2017","696,57","698,08","700,14","696,14","529,91M","-0,21%"
"02/03/2017","698,02","699,05","702,43","698,02","577,06M","0,57%"
"01/03/2017","694,03","699,10","699,93","692,98","644,42M","-0,58%"
"28/02/2017","698,08","700,61","705,00","698,08","613,22M","0,01%"
"27/02/2017","698,02","699,74","701,15","696,41","432,17M","-0,26%"
"24/02/2017","699,87","695,94","701,03","695,50","519,09M","0,27%"
"23/02/2017","698,01","696,23","698,51","696,02","728,10M","0,06%"
"22/02/2017","697,56","698,04","699,25","694,53","605,92M","0,14%"
"21/02/2017","696,57","696,12","698,42","695,17","522,97M","0,27%"
"20/02/2017","694,66","696,80","698,33","694,19","418,26M","-0,13%"
"17/02/2017","695,54","700,05","700,12","695,02","510,00M","-0,86%"
"16/02/2017","701,57","701,65","702,66","698,55","772,98M","0,43%"
"14/02/2017","698,58","704,03","704,09","697,19","705,72M","-0,93%"
"13/02/2017","705,13","704,45","707,20","701,60","591,36M","0,51%"
"10/02/2017","701,58","699,23","704,99","698,03","683,57M","0,43%"
"09/02/2017","698,60","699,44","702,90","697,98","591,38M","-0,03%"
"08/02/2017","698,84","700,28","701,11","696,38","614,98M","-0,21%"
"07/02/2017","700,30","703,20","704,37","699,36","591,39M","-0,67%"
"06/02/2017","705,04","702,32","705,04","700,51","655,98M","0,37%"
"03/02/2017","702,44","699,86","703,09","699,79","678,11M","0,19%"
"02/02/2017","701,10","696,51","701,10","695,63","712,42M","0,69%"
"01/02/2017","696,28","693,98","699,36","693,28","612,49M","1,01%"
"31/01/2017","689,32","695,47","696,00","689,32","594,26M","-0,18%"
"30/01/2017","690,59","695,24","698,40","690,59","466,03M","-0,84%"
"27/01/2017","696,44","696,49","697,89","692,40","382,75M","-0,42%"
"26/01/2017","699,37","698,33","700,63","693,06","577,38M","0,50%"
"25/01/2017","695,89","695,87","697,85","694,47","532,94M","0,18%"
"24/01/2017","694,63","690,47","695,83","689,10","526,63M","1,00%"
"23/01/2017","687,73","686,12","690,53","680,40","468,71M","0,07%"
"20/01/2017","687,24","694,96","695,75","685,35","518,09M","-1,45%"
"19/01/2017","697,33","696,28","697,83","694,12","841,70M","0,17%"
"18/01/2017","696,12","690,14","696,12","689,85","588,00M","1,05%"
"17/01/2017","688,90","687,73","692,00","687,09","339,37M","0,10%"
"16/01/2017","688,18","692,67","693,54","688,18","446,10M","-0,45%"
"13/01/2017","691,26","692,25","696,46","690,40","590,44M","-0,18%"
"12/01/2017","692,49","694,58","697,80","692,49","465,97M","-0,56%"
"11/01/2017","696,37","701,48","703,16","696,06","480,64M","-0,68%"
"10/01/2017","701,11","701,48","701,59","694,51","424,17M","0,07%"
"09/01/2017","700,61","705,42","706,04","698,95","448,47M","-0,46%"
"06/01/2017","703,87","701,28","705,86","700,18","406,48M","0,49%"
"05/01/2017","700,44","697,91","701,33","697,16","568,04M","0,59%"
"04/01/2017","696,36","688,20","697,72","687,66","756,41M","0,70%"
"03/01/2017","691,52","691,45","694,40","685,61","398,34M","-0,38%"
"30/12/2016","694,13","697,20","701,76","693,81","704,45M","-0,29%"
"29/12/2016","696,13","679,84","697,61","678,96","568,69M","2,34%"
"28/12/2016","680,22","668,28","681,63","667,84","508,44M","2,91%"
"27/12/2016","660,96","649,15","663,94","649,15","354,95M","1,98%"
"23/12/2016","648,10","655,02","658,93","648,10","553,03M","-1,16%"
"22/12/2016","655,70","665,94","667,21","654,58","523,06M","-1,63%"
"21/12/2016","666,57","675,29","678,41","666,57","594,96M","-0,51%"
"20/12/2016","670,01","676,08","678,63","667,99","524,87M","-1,38%"
"19/12/2016","679,40","688,54","689,57","679,40","666,75M","-0,93%"
"16/12/2016","685,80","696,61","697,28","685,80","894,82M","-1,22%"
"15/12/2016","694,25","691,11","697,88","687,38","592,38M","-0,44%"
"14/12/2016","697,35","704,29","706,36","696,61","567,53M","-1,18%"
"13/12/2016","705,69","706,91","706,95","697,19","628,76M","-0,27%"
"09/12/2016","707,60","705,14","707,60","702,58","564,60M","0,17%"
"08/12/2016","706,43","702,05","706,43","699,70","882,13M","0,81%"
"07/12/2016","700,74","704,48","704,66","696,20","530,21M","-0,70%"
"06/12/2016","705,69","709,61","710,91","702,97","649,71M","-0,39%"
"05/12/2016","708,42","703,59","711,66","701,56","631,11M","0,71%"
"02/12/2016","703,40","695,82","704,35","694,34","598,74M","1,07%"
"01/12/2016","695,97","689,58","697,61","689,31","758,11M","1,94%"
"30/11/2016","682,71","687,81","693,85","682,71","2,68B","-0,42%"
"29/11/2016","685,62","680,43","692,72","680,25","880,77M","0,70%"
